season,round,days_from_epoch,game_date,day,win_seed,win_region,win_market,win_name,win_alias,win_team_id,win_school_ncaa,win_code_ncaa,win_kaggle_team_id,win_pts,lose_seed,lose_region,lose_market,lose_name,lose_alias,lose_team_id,lose_school_ncaa,lose_code_ncaa,lose_kaggle_team_id,lose_pts,num_ot,academic_year
2004,16,12503,2004-03-26,Friday,04,Z,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,100,09,Z,UAB,Blazers,UAB,63a8fdcf-b51b-4de3-8a57-2a6e41d362ce,UAB,9,1412,74,0,2003
1996,64,9570,1996-03-15,Friday,02,Z,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,92,15,Z,South Carolina State,Bulldogs,SCST,a44f8c85-7ab6-4a4e-b6f1-c69a4cabe1ed,South Carolina St.,647,1354,54,0,1995
2003,16,12138,2003-03-27,Thursday,02,Z,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,69,03,Z,Duke,Blue Devils,DUKE,faeb1160-5d15-4f26-99fc-c441cf21fc7f,Duke,193,1181,65,0,2002
2004,32,12498,2004-03-21,Sunday,04,Z,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,78,12,Z,Pacific,Tigers,PAC,c9570e17-c4fd-41e6-908a-1a083941319d,Pacific,534,1334,63,0,2003
2011,64,15051,2011-03-18,Friday,01,Z,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,72,16,Z,Boston University,Terriers,BU,de9a0e19-b83c-4b98-a6da-81c110cb364b,Boston U.,68,1131,53,0,2010
1996,16,9577,1996-03-22,Friday,02,Z,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,83,03,Z,Arizona,Wildcats,ARIZ,9b166a3f-e64b-4825-bb6b-92c6f0418263,Arizona,29,1112,80,0,1995
2011,32,15053,2011-03-20,Sunday,01,Z,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,73,09,Z,Illinois,Fighting Illini,ILL,150148c2-ca8f-414f-8f41-d94a55d4a122,Illinois,301,1228,59,0,2010
2003,4,12147,2003-04-05,Saturday,02,Z,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,94,03,Y,Marquette,Golden Eagles,MARQ,06f7c904-0ac7-4125-b0f4-f4871bb69057,Marquette,387,1266,61,0,2002
1989,64,7014,1989-03-16,Thursday,09,Z,Louisiana Tech,Bulldogs,LT,8ff733a9-9f93-46de-ba7e-cf6f7e429670,Louisiana Tech,366,1256,83,08,Z,La Salle,Explorers,LAS,ad9a3e21-4585-4e35-8946-290fe4a16f18,La Salle,340,1247,74,0,1988
1985,64,5552,1985-03-15,Friday,05,Z,Maryland,Terrapins,MD,2778d005-cc14-4e58-9bf2-3fc37bffb62f,Maryland,392,1268,69,12,Z,Miami (OH),RedHawks,M-OH,1165ca31-f181-4206-b727-c4e897e4b5cd,Miami (OH),414,1275,68,1,1984
2009,64,14322,2009-03-19,Thursday,10,Z,Maryland,Terrapins,MD,2778d005-cc14-4e58-9bf2-3fc37bffb62f,Maryland,392,1268,84,07,Z,California,Golden Bears,CAL,aacdc78d-b7fa-48f6-9686-2fdb8a95030e,California,107,1143,71,0,2008
1985,32,5554,1985-03-17,Sunday,05,Z,Maryland,Terrapins,MD,2778d005-cc14-4e58-9bf2-3fc37bffb62f,Maryland,392,1268,64,13,Z,Navy,Midshipmen,NAVY,3b088563-ca8a-49a6-9e19-5e4cb186ae1d,Navy,726,1298,59,0,1984
1986,64,5916,1986-03-14,Friday,05,Z,Maryland,Terrapins,MD,2778d005-cc14-4e58-9bf2-3fc37bffb62f,Maryland,392,1268,69,12,Z,Pepperdine,Waves,PEPP,17479d6f-c8f1-458b-9412-8c76279a2bb4,Pepperdine,541,1337,64,0,1985
1985,64,5551,1985-03-14,Thursday,07,Z,Notre Dame,Fighting Irish,ND,80962f09-8821-48b6-8cf0-0cf0eea56aa8,Notre Dame,513,1323,79,10,Z,Oregon State,Beavers,ORST,532d3874-b4b3-4c5c-acc6-749a6db26c8f,Oregon St.,528,1333,70,0,1984
2003,64,12131,2003-03-20,Thursday,05,Z,Notre Dame,Fighting Irish,ND,80962f09-8821-48b6-8cf0-0cf0eea56aa8,Notre Dame,513,1323,70,12,Z,Milwaukee,Panthers,MILW,5d77800f-1ae6-4b66-8e97-b0dbb8bbc717,Milwaukee,797,1454,69,0,2002
2011,64,15051,2011-03-18,Friday,02,Z,Notre Dame,Fighting Irish,ND,80962f09-8821-48b6-8cf0-0cf0eea56aa8,Notre Dame,513,1323,69,15,Z,Akron,Zips,AKR,56fe0ab2-e4f0-47b9-8726-9ce23ebcde20,Akron,5,1103,56,0,2010
2003,32,12133,2003-03-22,Saturday,05,Z,Notre Dame,Fighting Irish,ND,80962f09-8821-48b6-8cf0-0cf0eea56aa8,Notre Dame,513,1323,68,04,Z,Illinois,Fighting Illini,ILL,150148c2-ca8f-414f-8f41-d94a55d4a122,Illinois,301,1228,60,0,2002
2007,64,13588,2007-03-16,Friday,08,Z,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,67,09,Z,Villanova,Wildcats,VILL,4383eb6a-7fd8-4ff2-94c5-43c933121e88,Villanova,739,1437,58,0,2006
1997,64,9933,1997-03-13,Thursday,01,Z,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,92,16,Z,Montana,Grizzlies,MONT,e3848467-66c0-41e5-8283-02e3586d8601,Montana,441,1285,54,0,1996
2004,64,12496,2004-03-19,Friday,01,Z,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,96,16,Z,Florida A&M,Rattlers,FAMU,cec2527e-5e1e-4817-a628-35666ef13b6e,Florida A&M,228,1197,76,0,2003
2006,64,13224,2006-03-17,Friday,08,Z,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,69,09,Z,UAB,Blazers,UAB,63a8fdcf-b51b-4de3-8a57-2a6e41d362ce,UAB,9,1412,64,0,2005
1997,8,9942,1997-03-22,Saturday,01,Z,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,72,02,Z,Utah,Utes,UTAH,0d037a5d-827a-44dd-8b70-57603d671d5d,Utah,732,1428,59,0,1996
1997,4,9949,1997-03-29,Saturday,01,Z,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,78,01,Y,Minnesota,Golden Gophers,MINN,fa416692-7e09-4f0a-9bcf-0cf7d5149a14,Minnesota,428,1278,69,0,1996
1998,32,10300,1998-03-15,Sunday,02,Z,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,88,10,Z,Saint Louis,Billikens,SLU,1e42cce3-236b-4f3e-9650-2c45e6332e1e,Saint Louis,609,1387,61,0,1997
1998,2,10315,1998-03-30,Monday,02,Z,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,78,03,X,Utah,Utes,UTAH,0d037a5d-827a-44dd-8b70-57603d671d5d,Utah,732,1428,69,0,1997
1995,16,9212,1995-03-23,Thursday,01,Z,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,97,05,Z,Arizona State,Sun Devils,ASU,ad4bc983-8d2e-4e6f-a8f9-80840a786c64,Arizona St.,28,1113,73,0,1994
1998,4,10313,1998-03-28,Saturday,02,Z,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,86,03,Y,Stanford,Cardinal,STAN,683ab61f-546f-44da-b085-c3a5740554aa,Stanford,674,1390,85,1,1997
1997,16,9940,1997-03-20,Thursday,01,Z,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,83,04,Z,Saint Joseph's (PA),Hawks,JOES,f9e4261e-d11d-46c4-bd33-c7bbc94ef0e8,Saint Joseph's,606,1386,68,0,1996
2017,64,17242,2017-03-17,Friday,02,Z,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,79,15,Z,Northern Kentucky,Norse,NKU,ab9a1315-293f-42d3-a164-860216e81576,Northern Ky.,505,1297,70,0,2016
1995,32,9207,1995-03-18,Saturday,01,Z,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,82,09,Z,Tulane,Green Wave,TULN,399ad7fb-de60-45a6-a71f-d26e00f1a4ec,Tulane,718,1408,60,0,1994
2017,32,17244,2017-03-19,Sunday,02,Z,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,65,10,Z,Wichita State,Shockers,WICH,f38b58de-3273-4723-a78b-2f918e9aa2d5,Wichita St.,782,1455,62,0,2016
2017,16,17249,2017-03-24,Friday,02,Z,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,86,03,Z,UCLA,Bruins,UCLA,ec0d6b67-4b16-4b50-92b2-1a651dae6b0f,UCLA,110,1417,75,0,2016
1998,16,10305,1998-03-20,Friday,02,Z,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,94,06,Z,UCLA,Bruins,UCLA,ec0d6b67-4b16-4b50-92b2-1a651dae6b0f,UCLA,110,1417,68,0,1997
1998,8,10307,1998-03-22,Sunday,02,Z,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,86,01,Z,Duke,Blue Devils,DUKE,faeb1160-5d15-4f26-99fc-c441cf21fc7f,Duke,193,1181,84,0,1997
1998,64,10298,1998-03-13,Friday,02,Z,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,82,15,Z,South Carolina State,Bulldogs,SCST,a44f8c85-7ab6-4a4e-b6f1-c69a4cabe1ed,South Carolina St.,647,1354,67,0,1997
1995,64,9205,1995-03-16,Thursday,01,Z,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,113,16,Z,Mount St. Mary's,Mountaineers,MSM,5fe4a398-1699-4442-a364-305b2f0ac01e,Mt. St. Mary's,450,1291,67,0,1994
1997,32,9935,1997-03-15,Saturday,01,Z,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,75,08,Z,Iowa,Hawkeyes,IOWA,c10544de-e3bd-4776-ba2e-83df8c017fd1,Iowa,312,1234,69,0,1996
2007,64,13588,2007-03-16,Friday,05,Z,Virginia Tech,Hokies,VT,324ccccc-575b-4b82-acb0-fbb8e68da13b,Virginia Tech,742,1439,54,12,Z,Illinois,Fighting Illini,ILL,150148c2-ca8f-414f-8f41-d94a55d4a122,Illinois,301,1228,52,0,2006
1992,64,8113,1992-03-19,Thursday,05,Z,Alabama,Crimson Tide,ALA,c2104cdc-c83d-40d2-a3cd-df986e29f5d3,Alabama,8,1104,80,12,Z,Stanford,Cardinal,STAN,683ab61f-546f-44da-b085-c3a5740554aa,Stanford,674,1390,75,0,1991
1990,64,7379,1990-03-16,Friday,07,Z,Alabama,Crimson Tide,ALA,c2104cdc-c83d-40d2-a3cd-df986e29f5d3,Alabama,8,1104,71,10,Z,Colorado State,Rams,CSU,1a470730-f328-4fb1-8bbf-36a069e4d6b2,Colorado St.,156,1161,54,0,1989
1990,32,7381,1990-03-18,Sunday,07,Z,Alabama,Crimson Tide,ALA,c2104cdc-c83d-40d2-a3cd-df986e29f5d3,Alabama,8,1104,77,02,Z,Arizona,Wildcats,ARIZ,9b166a3f-e64b-4825-bb6b-92c6f0418263,Arizona,29,1112,55,0,1989
2017,64,17242,2017-03-17,Friday,08,Z,Arkansas,Razorbacks,ARK,c70c23c4-ab09-4797-a1af-792c848ab17f,Arkansas,31,1116,77,09,Z,Seton Hall,Pirates,HALL,aef5e386-d8e8-460c-8014-3a2f090fd988,Seton Hall,635,1371,71,0,2016
1999,64,10661,1999-03-11,Thursday,04,Z,Arkansas,Razorbacks,ARK,c70c23c4-ab09-4797-a1af-792c848ab17f,Arkansas,31,1116,94,13,Z,Siena,Saints,SIE,aba39ad0-6d9f-4946-bf7e-5c63bf966ce6,Siena,639,1373,80,0,1998
2015,64,16513,2015-03-19,Thursday,05,Z,Arkansas,Razorbacks,ARK,c70c23c4-ab09-4797-a1af-792c848ab17f,Arkansas,31,1116,56,12,Z,Wofford,Terriers,WOF,9916713f-b243-452b-93ae-a2c3ccabf68b,Wofford,2915,1459,53,0,2014
1995,64,9205,1995-03-16,Thursday,05,Z,Arizona State,Sun Devils,ASU,ad4bc983-8d2e-4e6f-a8f9-80840a786c64,Arizona St.,28,1113,81,12,Z,Ball State,Cardinals,BALL,315c4deb-3c9d-413d-a369-7168f2545d21,Ball St.,47,1123,66,0,1994
1995,32,9207,1995-03-18,Saturday,05,Z,Arizona State,Sun Devils,ASU,ad4bc983-8d2e-4e6f-a8f9-80840a786c64,Arizona St.,28,1113,64,13,Z,Manhattan,Jaspers,MAN,7a270923-01d6-4a6f-a93e-e8786266d502,Manhattan,381,1264,54,0,1994
2003,64,12131,2003-03-20,Thursday,10,Z,Arizona State,Sun Devils,ASU,ad4bc983-8d2e-4e6f-a8f9-80840a786c64,Arizona St.,28,1113,84,07,Z,Memphis,Tigers,MEM,1551b3a0-6d10-4ffa-8dfa-73b56f004553,Memphis,404,1272,71,0,2002
1986,16,5922,1986-03-20,Thursday,08,Z,Auburn,Tigers,AUB,0c0608b3-f349-4f5e-9a10-7e6a744dd0d2,Auburn,37,1120,70,04,Z,UNLV,Rebels,UNLV,68a3227f-677f-43b0-9a3a-cad79d0df9e2,UNLV,465,1424,63,0,1985
1985,32,5553,1985-03-16,Saturday,11,Z,Auburn,Tigers,AUB,0c0608b3-f349-4f5e-9a10-7e6a744dd0d2,Auburn,37,1120,66,03,Z,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,64,0,1984
1986,32,5918,1986-03-16,Sunday,08,Z,Auburn,Tigers,AUB,0c0608b3-f349-4f5e-9a10-7e6a744dd0d2,Auburn,37,1120,81,01,Z,St. John's,Red Storm,SJU,c1f4aae1-aa16-4095-aeab-10e5c2a1236a,St. John's (NY),603,1385,65,0,1985
1985,64,5551,1985-03-14,Thursday,11,Z,Auburn,Tigers,AUB,0c0608b3-f349-4f5e-9a10-7e6a744dd0d2,Auburn,37,1120,59,06,Z,Purdue,Boilermakers,PUR,12d7f888-675b-459f-9099-a38f771d8a95,Purdue,559,1345,58,0,1984
1986,64,5916,1986-03-14,Friday,08,Z,Auburn,Tigers,AUB,0c0608b3-f349-4f5e-9a10-7e6a744dd0d2,Auburn,37,1120,73,09,Z,Arizona,Wildcats,ARIZ,9b166a3f-e64b-4825-bb6b-92c6f0418263,Arizona,29,1112,63,0,1985
2014,64,16150,2014-03-21,Friday,06,Z,Baylor,Bears,BAY,db6e1cab-3fa3-4a93-a673-8b2a358ff4bf,Baylor,51,1124,74,11,Z,Nebraska,Cornhuskers,NEB,f8b1bf00-5b73-4ac4-98c0-ec554027ae32,Nebraska,463,1304,60,0,2013
2014,32,16152,2014-03-23,Sunday,06,Z,Baylor,Bears,BAY,db6e1cab-3fa3-4a93-a673-8b2a358ff4bf,Baylor,51,1124,85,03,Z,Creighton,Bluejays,CREI,7d797407-623e-476d-b299-46de4275414d,Creighton,169,1166,55,0,2013
2017,32,17243,2017-03-18,Saturday,04,Z,Butler,Bulldogs,BUT,bdb7d7a4-45f8-4bf3-ab85-15488c451494,Butler,87,1139,74,12,Z,Middle Tennessee,Blue Raiders,MTU,3d2f0819-8f3b-4ff3-afd6-6227c469a751,Middle Tenn.,419,1292,65,0,2016
2010,64,14686,2010-03-18,Thursday,05,Z,Butler,Bulldogs,BUT,bdb7d7a4-45f8-4bf3-ab85-15488c451494,Butler,87,1139,77,12,Z,UTEP,Miners,UTEP,06d15d35-4955-4fdd-83d9-32d24dbd795b,UTEP,704,1431,59,0,2009
2010,8,14695,2010-03-27,Saturday,05,Z,Butler,Bulldogs,BUT,bdb7d7a4-45f8-4bf3-ab85-15488c451494,Butler,87,1139,63,02,Z,Kansas State,Wildcats,KSU,d203f38a-a166-4258-bca2-e161b591ecfb,Kansas St.,327,1243,56,0,2009
2010,4,14702,2010-04-03,Saturday,05,Z,Butler,Bulldogs,BUT,bdb7d7a4-45f8-4bf3-ab85-15488c451494,Butler,87,1139,52,05,Y,Michigan State,Spartans,MSU,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,Michigan St.,416,1277,50,0,2009
2010,16,14693,2010-03-25,Thursday,05,Z,Butler,Bulldogs,BUT,bdb7d7a4-45f8-4bf3-ab85-15488c451494,Butler,87,1139,63,01,Z,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,59,0,2009
2017,64,17241,2017-03-16,Thursday,04,Z,Butler,Bulldogs,BUT,bdb7d7a4-45f8-4bf3-ab85-15488c451494,Butler,87,1139,76,13,Z,Winthrop,Eagles,WIN,ca441726-0c57-4456-b1e7-fff098484fb5,Winthrop,792,1457,64,0,2016
2010,32,14688,2010-03-20,Saturday,05,Z,Butler,Bulldogs,BUT,bdb7d7a4-45f8-4bf3-ab85-15488c451494,Butler,87,1139,54,13,Z,Murray State,Racers,MURR,77a69fb0-1355-4342-ac09-b4cc7949d95e,Murray St.,454,1293,52,0,2009
2012,68,15412,2012-03-13,Tuesday,14,Z,BYU,Cougars,BYU,c31455b2-8a45-4248-aa8f-ce7eab1c6b02,BYU,77,1140,78,14,Z,Iona,Gaels,IONA,255c2a87-40c0-4989-bbb9-d286aac5d28e,Iona,310,1233,72,0,2011
2010,64,14686,2010-03-18,Thursday,07,Z,BYU,Cougars,BYU,c31455b2-8a45-4248-aa8f-ce7eab1c6b02,BYU,77,1140,99,10,Z,Florida,Gators,FLA,912f8837-1d81-4ef9-a576-a21f271d4c64,Florida,235,1196,92,2,2009
1991,64,7742,1991-03-14,Thursday,10,Z,BYU,Cougars,BYU,c31455b2-8a45-4248-aa8f-ce7eab1c6b02,BYU,77,1140,61,07,Z,Virginia,Cavaliers,UVA,56913910-87f7-4ad7-ae3b-5cd9fb218fd9,Virginia,746,1438,48,0,1990
2002,64,11761,2002-03-15,Friday,01,Z,Cincinnati,Bearcats,CIN,a17dfc54-415f-49c3-a2e6-d6fa9db18b0a,Cincinnati,140,1153,90,16,Z,Boston University,Terriers,BU,de9a0e19-b83c-4b98-a6da-81c110cb364b,Boston U.,68,1131,52,0,2001
2017,64,17242,2017-03-17,Friday,06,Z,Cincinnati,Bearcats,CIN,a17dfc54-415f-49c3-a2e6-d6fa9db18b0a,Cincinnati,140,1153,75,11,Z,Kansas State,Wildcats,KSU,d203f38a-a166-4258-bca2-e161b591ecfb,Kansas St.,327,1243,61,0,2016
2003,64,12131,2003-03-20,Thursday,11,Z,Central Michigan,Chippewas,CMU,472c22e0-843d-472c-a871-f1593fb0725d,Central Mich.,129,1141,79,06,Z,Creighton,Bluejays,CREI,7d797407-623e-476d-b299-46de4275414d,Creighton,169,1166,73,0,2002
1999,32,10663,1999-03-13,Saturday,06,Z,Florida,Gators,FLA,912f8837-1d81-4ef9-a576-a21f271d4c64,Florida,235,1196,82,14,Z,Weber State,Wildcats,WEB,4743cb7c-784a-4b95-a380-5471f92f2217,Weber St.,758,1451,74,1,1998
1988,64,6650,1988-03-17,Thursday,06,Z,Florida,Gators,FLA,912f8837-1d81-4ef9-a576-a21f271d4c64,Florida,235,1196,62,11,Z,St. John's,Red Storm,SJU,c1f4aae1-aa16-4095-aeab-10e5c2a1236a,St. John's (NY),603,1385,59,0,1987
1999,64,10661,1999-03-11,Thursday,06,Z,Florida,Gators,FLA,912f8837-1d81-4ef9-a576-a21f271d4c64,Florida,235,1196,75,11,Z,Pennsylvania,Quakers,PENN,e6c94452-1adf-4fb9-90e5-10f165c57c5a,Penn,540,1335,61,0,1998
2005,64,12860,2005-03-18,Friday,04,Z,Florida,Gators,FLA,912f8837-1d81-4ef9-a576-a21f271d4c64,Florida,235,1196,67,13,Z,Ohio,Bobcats,OHIO,327f09e2-e75f-4014-8ef7-caf9202cd583,Ohio,519,1325,62,0,2004
2012,32,15417,2012-03-18,Sunday,07,Z,Florida,Gators,FLA,912f8837-1d81-4ef9-a576-a21f271d4c64,Florida,235,1196,84,15,Z,Norfolk State,Spartans,NORF,a8f75c12-c4db-401f-99e3-b48209d85274,Norfolk St.,485,1313,50,0,2011
2001,64,11397,2001-03-16,Friday,03,Z,Florida,Gators,FLA,912f8837-1d81-4ef9-a576-a21f271d4c64,Florida,235,1196,69,14,Z,Western Kentucky,Hilltoppers,WKU,881380da-861c-4ab6-a7d2-20699d8ea883,Western Ky.,772,1443,56,0,2000
2012,16,15421,2012-03-22,Thursday,07,Z,Florida,Gators,FLA,912f8837-1d81-4ef9-a576-a21f271d4c64,Florida,235,1196,68,03,Z,Marquette,Golden Eagles,MARQ,06f7c904-0ac7-4125-b0f4-f4871bb69057,Marquette,387,1266,58,0,2011
2012,64,15415,2012-03-16,Friday,07,Z,Florida,Gators,FLA,912f8837-1d81-4ef9-a576-a21f271d4c64,Florida,235,1196,71,10,Z,Virginia,Cavaliers,UVA,56913910-87f7-4ad7-ae3b-5cd9fb218fd9,Virginia,746,1438,45,0,2011
2011,32,15053,2011-03-20,Sunday,10,Z,Florida State,Seminoles,FSU,d3c8a767-b6fc-45d4-a5f2-18406f2993f1,Florida St.,234,1199,71,02,Z,Notre Dame,Fighting Irish,ND,80962f09-8821-48b6-8cf0-0cf0eea56aa8,Notre Dame,513,1323,57,0,2010
2011,64,15051,2011-03-18,Friday,10,Z,Florida State,Seminoles,FSU,d3c8a767-b6fc-45d4-a5f2-18406f2993f1,Florida St.,234,1199,57,07,Z,Texas A&M,Aggies,TXAM,ef184799-d79b-49d9-a662-991eaf4044cd,Texas A&M,697,1401,50,0,2010
2006,32,13226,2006-03-19,Sunday,11,Z,George Mason,Patriots,GMU,e76479d0-a768-46d2-89bf-7b9dae12bec8,George Mason,248,1206,65,03,Z,North Carolina,Tar Heels,UNC,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,North Carolina,457,1314,60,0,2005
2006,8,13233,2006-03-26,Sunday,11,Z,George Mason,Patriots,GMU,e76479d0-a768-46d2-89bf-7b9dae12bec8,George Mason,248,1206,86,01,Z,Connecticut,Huskies,CONN,efba5350-79bc-47aa-a189-db177b95b491,UConn,164,1163,84,1,2005
2006,16,13231,2006-03-24,Friday,11,Z,George Mason,Patriots,GMU,e76479d0-a768-46d2-89bf-7b9dae12bec8,George Mason,248,1206,63,07,Z,Wichita State,Shockers,WICH,f38b58de-3273-4723-a78b-2f918e9aa2d5,Wichita St.,782,1455,55,0,2005
2006,64,13224,2006-03-17,Friday,11,Z,George Mason,Patriots,GMU,e76479d0-a768-46d2-89bf-7b9dae12bec8,George Mason,248,1206,75,06,Z,Michigan State,Spartans,MSU,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,Michigan St.,416,1277,65,0,2005
1993,64,8477,1993-03-18,Thursday,06,Z,Illinois,Fighting Illini,ILL,150148c2-ca8f-414f-8f41-d94a55d4a122,Illinois,301,1228,75,11,Z,Long Beach State,49ers,LBSU,11a617d5-af03-4cce-bc8a-51114d9e41fe,Long Beach St.,99,1253,72,0,1992
2003,64,12131,2003-03-20,Thursday,04,Z,Illinois,Fighting Illini,ILL,150148c2-ca8f-414f-8f41-d94a55d4a122,Illinois,301,1228,65,13,Z,Western Kentucky,Hilltoppers,WKU,881380da-861c-4ab6-a7d2-20699d8ea883,Western Ky.,772,1443,60,0,2002
2006,64,13223,2006-03-16,Thursday,04,Z,Illinois,Fighting Illini,ILL,150148c2-ca8f-414f-8f41-d94a55d4a122,Illinois,301,1228,78,13,Z,Air Force,Falcons,AFA,aa7af640-5762-4686-9181-39f7b8a8186e,Air Force,721,1102,69,0,2005
2011,64,15051,2011-03-18,Friday,09,Z,Illinois,Fighting Illini,ILL,150148c2-ca8f-414f-8f41-d94a55d4a122,Illinois,301,1228,73,08,Z,UNLV,Rebels,UNLV,68a3227f-677f-43b0-9a3a-cad79d0df9e2,UNLV,465,1424,62,0,2010
2007,64,13587,2007-03-15,Thursday,07,Z,Indiana,Hoosiers,IND,c3f0a8ce-af67-497f-a750-3b859376b20a,Indiana,306,1231,70,10,Z,Gonzaga,Bulldogs,GONZ,2f4d21f8-6d5f-48a5-abca-52a30583871a,Gonzaga,260,1211,57,0,2006
1995,64,9206,1995-03-17,Friday,07,Z,Iowa State,Cyclones,ISU,0e4258fa-3154-4c16-b693-adecab184c6c,Iowa St.,311,1235,64,10,Z,Florida,Gators,FLA,912f8837-1d81-4ef9-a576-a21f271d4c64,Florida,235,1196,61,0,1994
2005,64,12860,2005-03-18,Friday,09,Z,Iowa State,Cyclones,ISU,0e4258fa-3154-4c16-b693-adecab184c6c,Iowa St.,311,1235,64,08,Z,Minnesota,Golden Gophers,MINN,fa416692-7e09-4f0a-9bcf-0cf7d5149a14,Minnesota,428,1278,53,0,2004
2013,64,15786,2013-03-22,Friday,10,Z,Iowa State,Cyclones,ISU,0e4258fa-3154-4c16-b693-adecab184c6c,Iowa St.,311,1235,76,07,Z,Notre Dame,Fighting Irish,ND,80962f09-8821-48b6-8cf0-0cf0eea56aa8,Notre Dame,513,1323,58,0,2012
1987,64,6279,1987-03-12,Thursday,09,Z,Kansas State,Wildcats,KSU,d203f38a-a166-4258-bca2-e161b591ecfb,Kansas St.,327,1243,82,08,Z,Georgia,Bulldogs,UGA,4f4b0771-994c-4126-822d-7525aaa00f65,Georgia,257,1208,79,1,1986
2010,64,14686,2010-03-18,Thursday,02,Z,Kansas State,Wildcats,KSU,d203f38a-a166-4258-bca2-e161b591ecfb,Kansas St.,327,1243,82,15,Z,North Texas,Mean Green,UNT,10f450ce-143b-4e46-8bfe-52c644b68b07,North Texas,497,1317,62,0,2009
2017,68,17239,2017-03-14,Tuesday,11,Z,Kansas State,Wildcats,KSU,d203f38a-a166-4258-bca2-e161b591ecfb,Kansas St.,327,1243,95,11,Z,Wake Forest,Demon Deacons,WAKE,4fbebf0a-e117-4a0c-8f15-c247535a2a1b,Wake Forest,749,1448,88,0,2016
2010,32,14688,2010-03-20,Saturday,02,Z,Kansas State,Wildcats,KSU,d203f38a-a166-4258-bca2-e161b591ecfb,Kansas St.,327,1243,84,07,Z,BYU,Cougars,BYU,c31455b2-8a45-4248-aa8f-ce7eab1c6b02,BYU,77,1140,72,0,2009
2010,16,14693,2010-03-25,Thursday,02,Z,Kansas State,Wildcats,KSU,d203f38a-a166-4258-bca2-e161b591ecfb,Kansas St.,327,1243,101,06,Z,Xavier,Musketeers,XAV,0d8a328f-20ce-410b-bed1-15fc01308aaf,Xavier,812,1462,96,2,2009
